gene,value
EPHX2,10944
EPHX3,5253
EPHX4,12
EPM2A,789
EPM2AIP1,7562
EPN1,40971
EPN2,9846
EPN3,6411
EPO,13
EPOP,2838
EPOR,550
EPPIN,1
EPPIN-WFDC6,0
EPPK1,13184
EPRS1,24862
EPS15,13676
EPS15L1,7714
EPS8,3733
EPS8L1,27698
EPS8L2,39553
EPS8L3,0
EPSTI1,16773
EPX,0
EPYC,20
EQTN,2
ERAL1,7377
ERAP1,18061
ERAP2,32625
ERAS,1
ERBB2,31219
ERBB3,18521
ERBB4,8
ERBIN,19369
ERC1,10864
ERC2,226
ERCC1,15075
ERCC2,5104
ERCC3,13415
ERCC4,2435
ERCC5,911
ERCC6,4864
ERCC6L,1023
ERCC6L2,5425
ERCC8,2739
EREG,2834
ERF,13932
ERFE,84
ERFL,327
ERG,3533
ERG28,5985
ERGIC1,22779
ERGIC2,8002
ERGIC3,39808
ERH,13329
ERI1,5730
ERI2,2821
ERI3,6822
ERICH1,5469
ERICH2,41
ERICH3,41
ERICH4,1
ERICH5,203
ERICH6,37
ERICH6B,2
ERLEC1,10138
ERLIN1,7587
ERLIN2,11786
ERMAP,3678
ERMARD,4014
ERMN,616
ERMP1,9510
ERN1,8015
ERN2,810
ERO1A,33875
ERO1B,11311
ERP27,562
ERP29,24672
ERP44,13783
ERRFI1,11320
ERV3-1,2023
ERVFRD-1,12
ERVH48-1,14
ERVK3-1,4166
ERVMER34-1,361
ERVV-1,1
ERVV-2,0
ERVW-1,1
ESAM,3252
ESCO1,6129
ESCO2,2247
ESD,9418
ESF1,5156
ESM1,198
ESPL1,6692
ESPN,11571
ESPNL,455
ESR1,1476
ESR2,430
ESRP1,26217
ESRP2,12860
ESRRA,11077
ESRRB,197
ESRRG,44
ESS2,3911
ESX1,0
ESYT1,22691
ESYT2,20292
ESYT3,277
ETAA1,3739
ETDA,0
ETDB,0
ETDC,0
ETF1,30766
ETFA,14285
ETFB,5553
ETFBKMT,530
ETFDH,7231
ETFRF1,2084
ETHE1,9547
ETNK1,8907
ETNK2,6061
ETNPPL,4
ETS1,39948
ETS2,49625
ETV1,2963
ETV2,318
ETV3,9018
ETV3L,12
ETV4,1380
ETV5,2022
ETV6,18506
ETV7,4820
EVA1A,269
EVA1B,2266
EVA1C,3643
EVC,3207
EVC2,1060
EVI2A,2261
EVI2B,9205
EVI5,2437
EVI5L,4413
EVL,48706
EVPL,69338
EVPLL,1238
EVX1,0
EVX2,0
EWSR1,59073
EXD1,45
EXD2,4034
EXD3,2486
EXO1,1828
EXO5,1793
EXOC1,10359
EXOC1L,8
EXOC2,7029
EXOC3,16537
EXOC3L1,629
EXOC3L2,833
EXOC3L4,9053
EXOC4,14238
EXOC5,9793
EXOC6,2125
EXOC6B,8313
EXOC7,30088
EXOC8,4875
EXOG,2419
EXOSC1,3784
EXOSC10,17789
EXOSC2,8416
EXOSC3,3102
EXOSC4,4831
EXOSC5,5978
EXOSC6,7759
EXOSC7,5382
EXOSC8,4971
EXOSC9,6610
EXPH5,3491
EXT1,15504
EXT2,10616
EXTL1,89
EXTL2,1061
EXTL3,12419
EYA1,96
EYA2,10251
EYA3,7456
EYA4,93
EYS,42
EZH1,10605
EZH2,9970
EZHIP,108
EZR,74576
F10,916
F11,6
F11R,14028
F12,1909
F13A1,2660
F13B,0
F2,22
F2R,6521
F2RL1,1314
F2RL2,602
F2RL3,625
F3,10245
F5,2153
F7,73
F8,1983
F8A1,2118
F8A2,444
F8A3,149
F9,0
FA2H,1480
FAAH,2984
FAAH2,2616
FAAP100,9011
FAAP20,7387
FAAP24,916
FABP1,1
FABP12,26
FABP2,0
FABP3,936
FABP4,351
FABP5,133937
FABP6,997
FABP7,4
FABP9,0
FADD,4768
FADS1,11687
FADS2,34789
FADS3,6675
FADS6,141
FAF1,11555
FAF2,15022
FAH,2585
FAHD1,3507
FAHD2A,3940
FAHD2B,2104
FAIM,2143
FAIM2,459
FAM102A,34139
FAM102B,3877
FAM104A,7695
FAM104B,1976
FAM107A,4683
FAM107B,16555
FAM110A,9032
FAM110B,733
FAM110C,5377
FAM110D,550
FAM111A,12246
FAM111B,4529
FAM114A1,8571
FAM114A2,4361
FAM117A,5502
FAM117B,5358
FAM118A,15778
FAM118B,2356
FAM120A,32623
FAM120AOS,11794
FAM120B,5504
FAM120C,2902
FAM124A,608
FAM124B,217
FAM126A,5317
FAM126B,5607
FAM131A,2108
FAM131B,142
FAM131C,244
FAM133A,13
FAM133B,2842
FAM135A,8776
FAM135B,24
FAM136A,7494
FAM13A,3366
FAM13B,8445
FAM13C,862
FAM149A,924
FAM149B1,3108
FAM151A,272
FAM151B,215
FAM153A,669
FAM153B,11
FAM156A,266
FAM156B,252
FAM161A,1250
FAM161B,1072
FAM162A,13066
FAM162B,184
FAM163A,106
FAM163B,52
FAM166A,54
FAM166B,127
FAM166C,12
FAM167A,1085
FAM167B,317
FAM168A,7652
FAM168B,36195
FAM169A,592
FAM170A,0
FAM170B,0
FAM171A1,9906
FAM171A2,702
FAM171B,879
FAM172A,6200
FAM174A,3879
FAM174B,1968
FAM174C,5137
FAM177A1,7042
FAM177B,449
FAM178B,147
FAM180A,58
FAM180B,14
FAM181A,3
FAM181B,176
FAM183A,191
FAM184A,549
FAM184B,499
FAM185A,648
FAM186A,0
FAM186B,110
FAM187A,0
FAM187B,4
FAM189A1,49
FAM189A2,1559
FAM189B,5264
FAM193A,6495
FAM193B,16333
FAM199X,6855
FAM200A,1968
FAM200B,1363
FAM204A,5116
FAM205A,4
FAM205C,1
FAM209A,42
FAM209B,55
FAM20A,5321
FAM20B,11474
FAM20C,9889
FAM210A,2978
FAM210B,13724
FAM214A,12985
FAM214B,7919
FAM216A,557
FAM216B,713
FAM217A,0
FAM217B,3920
FAM219A,5610
FAM219B,10569
FAM220A,3316
FAM221A,1720
FAM221B,9
FAM222A,1592
FAM222B,5784
FAM227A,226
FAM227B,557
FAM228A,62
FAM228B,456
FAM229A,1708
FAM229B,572
FAM234A,13906
FAM234B,1377
FAM236A,0
FAM236B,0
FAM236C,0
FAM236D,0
FAM237A,0
FAM237B,0
FAM240A,1
FAM240B,0
FAM240C,55
FAM241A,2718
FAM241B,1149
FAM243A,0
FAM243B,0
FAM246A,0
FAM246B,0
FAM24A,0
FAM24B,363
FAM25A,326
FAM25C,238
FAM25G,174
FAM32A,14303
FAM3A,7827
FAM3B,5349
FAM3C,9981
FAM3D,12402
FAM43A,6383
FAM43B,89
FAM47A,0
FAM47B,0
FAM47C,0
FAM47E,59
FAM47E-STBD1,0
FAM50A,8685
FAM50B,2666
FAM53A,329
FAM53B,24097
FAM53C,10148
FAM71A,10
FAM71B,0
FAM71C,2
FAM71D,54
FAM71E1,499
FAM71E2,1
FAM71F1,104
FAM71F2,380
FAM72A,294
FAM72B,440
FAM72C,179
FAM72D,257
FAM76A,2535
FAM76B,3025
FAM78A,8295
FAM78B,376
FAM81A,352
FAM81B,77
FAM83A,12612
FAM83B,4129
FAM83C,10810
FAM83D,10490
FAM83E,23937
FAM83F,6568
FAM83G,15374
FAM83H,47780
FAM86B1,750
FAM86B2,354
FAM89A,1020
FAM89B,862
FAM8A1,5976
FAM90A1,158
FAM90A10P,0
FAM90A14P,0
FAM90A16P,0
FAM90A17P,0
FAM90A18P,0
FAM90A19P,0
FAM90A22P,0
FAM90A23P,0
FAM90A26,18
FAM90A7P,0
FAM90A8P,0
FAM90A9P,0
FAM91A1,14634
FAM95C,100
FAM98A,6491
FAM98B,7369
FAM98C,3762
FAM9A,0
FAM9B,1
FAM9C,26
FAN1,9323
FANCA,6494
FANCB,371
FANCC,3573
FANCD2,5506
FANCD2OS,23
FANCE,4180
FANCF,2875
FANCG,4519
FANCI,10784
FANCL,2892
FANCM,2012
FANK1,390
FAP,1161
FAR1,25268
FAR2,762
FARP1,3107
FARP2,8228
FARS2,2653
FARSA,13555
FARSB,7871
FAS,5604
FASLG,1925
FASN,100589
FASTK,18012
FASTKD1,4327
FASTKD2,7714
FASTKD3,1481
FASTKD5,5217
FAT1,16747
FAT2,63358
FAT3,226
FAT4,3290
FATE1,35
FAU,34345
FAXC,112
FAXDC2,1776
FBF1,1967
FBH1,15877
FBL,30750
FBLIM1,6601
FBLL1,19
FBLN1,15129
FBLN2,13627
FBLN5,4473
FBLN7,1102
FBN1,16716
FBN2,1226
FBN3,10
FBP1,7262
FBP2,18
FBRS,31441
FBRSL1,13969
FBXL12,3510
FBXL13,80
FBXL14,2850
FBXL15,3616
FBXL16,2787
FBXL17,4926
FBXL18,6292
FBXL19,8138
FBXL2,352
FBXL20,5365
FBXL22,94
FBXL3,9388
FBXL4,3026
FBXL5,16312
FBXL6,6164
FBXL7,1912
FBXL8,1049
FBXO10,846
FBXO11,11924
FBXO15,228
FBXO16,376
FBXO17,1183
FBXO2,4466
FBXO21,12316
FBXO22,5660
FBXO24,143
FBXO25,8611
FBXO27,4465
FBXO28,7850
FBXO3,7625
FBXO30,2633
FBXO31,7622
FBXO32,9473
FBXO33,2878
FBXO34,9559
FBXO36,463
FBXO38,9099
FBXO39,50
FBXO4,3062
FBXO40,43
FBXO41,4964
FBXO42,7078
FBXO43,428
FBXO44,7349
FBXO45,4326
FBXO46,10399
FBXO47,4
FBXO48,1103
FBXO5,1638
FBXO6,6135
FBXO7,17345
FBXO8,3078
FBXO9,9295
FBXW10,60
FBXW11,17405
FBXW12,7
FBXW2,18193
FBXW4,7726
FBXW5,59451
FBXW7,7220
FBXW8,3930
FBXW9,2361
FCAMR,188
FCAR,144
FCER1A,1846
FCER1G,14803
FCER2,3113
FCF1,8841
FCGBP,9046
FCGR1A,2468
FCGR1B,398
FCGR2A,3087
FCGR2B,4902
FCGR3A,13729
FCGR3B,803
FCGRT,20581
FCHO1,3581
FCHO2,8000
FCHSD1,8522
FCHSD2,11400
FCMR,14904
FCN1,1775
FCN2,14
FCN3,157
FCRL1,3764
FCRL2,4798
FCRL3,6979
FCRL4,1202
FCRL5,13342
FCRL6,1021
FCRLA,5064
FCRLB,440
FCSK,5696
FDCSP,112556
FDFT1,29762
FDPS,17023
FDX1,3553
FDX2,6
FDXACB1,346
FDXR,4876
FECH,6546
FEM1A,9272
FEM1B,14176
FEM1C,5318
FEN1,7458
FER,6850
FER1L5,28
FER1L6,35
FERD3L,0
FERMT1,17042
FERMT2,2006
FERMT3,17392
FES,2703
FETUB,607
FEV,0
FEZ1,655
FEZ2,5160
FEZF1,1
FEZF2,360
FFAR1,36
FFAR2,367
FFAR3,16
FFAR4,110
FGA,9
FGB,9
FGD1,1640
FGD2,11619
FGD3,9944
FGD4,4299
FGD5,4120
FGD6,7765
FGF1,465
FGF10,349
FGF11,247
FGF12,554
FGF13,287
FGF14,49
FGF16,4
FGF17,145
FGF18,86
FGF19,0
FGF2,4772
FGF20,28
FGF21,0
FGF22,100
FGF23,0
FGF3,0
FGF4,1
FGF5,4
FGF6,0
FGF7,1709
FGF8,0
FGF9,34
FGFBP1,23299
FGFBP2,89
FGFBP3,192
FGFR1,10152
FGFR1OP2,7135
FGFR2,14057
FGFR3,89599
FGFR4,371
FGFRL1,3610
FGG,21
FGGY,1283
FGL1,10
FGL2,12733
FGR,6686
FH,9093
FHAD1,561
FHDC1,5163
FHIP1A,7913
FHIP1B,7197
FHIP2A,5082
FHIP2B,21381
FHIT,758
FHL1,5940
FHL2,4607
FHL3,1533
FHL5,345
FHOD1,5436
FHOD3,799
FIBCD1,9
FIBIN,730
FIBP,8370
FICD,2019
FIG4,4117
FIGLA,2
FIGN,232
FIGNL1,4341
FIGNL2,210
FILIP1,1012
FILIP1L,5984
FIP1L1,4634
FIS1,12365
FITM1,138
FITM2,3596
FIZ1,6103
FJX1,1723
FKBP10,4747
FKBP11,8408
FKBP14,2702
FKBP15,13580
FKBP1A,68358
FKBP1B,158
FKBP1C,1974
FKBP2,94
FKBP3,11891
FKBP4,21291
FKBP5,25019
FKBP6,69
FKBP7,745
FKBP8,42537
FKBP9,11125
FKBPL,1436
FKRP,5214
FKTN,4814
FLACC1,85
FLAD1,7168
FLCN,4287
FLG,1090
FLG2,40
FLI1,8616
FLII,35791
FLNA,173642
FLNB,67152
FLNC,2343
FLOT1,24687
FLOT2,27592
FLRT1,23
FLRT2,3664
FLRT3,720
FLT1,6847
FLT3,1312
FLT3LG,244
FLT4,4638
FLVCR1,1882
FLVCR2,2751
FLYWCH1,22154
FLYWCH2,3857
FMC1,52
FMC1-LUC7L2,0
FMN1,2175
FMN2,22
FMNL1,27077
FMNL2,9152
FMNL3,15277
FMO1,1369
FMO2,6862
FMO3,8884
FMO4,1261
FMO5,341
FMOD,11432
FMR1,9303
FMR1NB,1
FN1,55662
FN3K,1417
FN3KRP,7607
FNBP1,25162
FNBP1L,4074
FNBP4,20756
FNDC1,1794
FNDC10,1330
FNDC11,144
FNDC3A,9926
FNDC3B,11395
FNDC4,1409
FNDC5,244
FNDC7,4
FNDC8,1
FNDC9,0
FNIP1,4778
FNIP2,4642
FNTA,15908
FNTB,1798
FOCAD,6166
FOLH1,251
FOLR1,17
FOLR2,2120
FOLR3,21
FOS,132468
FOSB,73964
FOSL1,4925
FOSL2,33980
FOXA1,6566
FOXA2,2
FOXA3,65
FOXB1,91
FOXB2,0
FOXC1,2339
FOXC2,212
FOXD1,616
FOXD2,137
FOXD3,168
FOXD4,226
FOXD4L1,103
FOXD4L3,71
FOXD4L4,6
FOXD4L5,9
FOXD4L6,6
FOXE1,20439
FOXE3,10
FOXF1,1809
FOXF2,851
FOXG1,1595
FOXH1,82
FOXI1,11
FOXI2,45
FOXI3,3
FOXJ1,1824
FOXJ2,7431
FOXJ3,11169
FOXK1,17345
FOXK2,14505
FOXL1,132
FOXL2,22
FOXL2NB,18
FOXL3,0
FOXM1,6131
FOXN1,10445
FOXN2,3341
FOXN3,15902
FOXN4,63
FOXO1,5802
FOXO3,11955
FOXO3B,1185
FOXO4,3961
FOXO6,441
FOXP1,6051
FOXP2,1272
FOXP3,5709
FOXP4,14559
FOXQ1,10180
FOXR1,0
FOXR2,0
FOXRED1,4594
FOXRED2,11130
FOXS1,411
FPGS,14035
FPGT,2138
FPGT-TNNI3K,97
FPR1,2604
FPR2,410
FPR3,5690
FRA10AC1,2716
FRAS1,3108
FRAT1,1404
FRAT2,3573
FREM1,434
FREM2,17
FREM3,3
FRG1,5305
FRG2,0
FRG2B,2
FRG2C,0
FRK,4717
FRMD1,68
FRMD3,412
FRMD4A,12072
FRMD4B,8967
FRMD5,24
FRMD6,14740
FRMD7,0
FRMD8,16034
FRMPD1,36
FRMPD2,24
FRMPD3,406
FRMPD4,42
FRRS1,3320
FRRS1L,131
FRS2,6349
FRS3,1661
FRY,1698
FRYL,13594
FRZB,3762
FSBP,637
FSCB,12
FSCN1,47317
FSCN2,243
FSCN3,19
FSD1,256
FSD1L,442
FSD2,13
FSHB,0
FSHR,0
FSIP1,35
FSIP2,46
FST,9643
FSTL1,24273
FSTL3,2349
FSTL4,4411
FSTL5,3
FTCD,25
FTCDNL1,309
FTH1,350181
FTHL17,0
FTL,475869
FTMT,0
FTO,6350
FTSJ1,7237
FTSJ3,13144
FUBP1,20130
FUBP3,11311
FUCA1,15103
FUCA2,6408
FUNDC1,2130
FUNDC2,6859
FUOM,1770
FURIN,31124
FUS,83811
FUT1,2309
FUT10,2299
FUT11,4928
FUT2,13423
FUT3,10016
FUT4,2572
FUT5,0
FUT6,6324
FUT7,736
FUT8,4135
FUT9,2
FUZ,2640
FXN,1027
FXR1,15925
FXR2,9943
FXYD1,23
FXYD2,92
FXYD3,2576
FXYD4,8
FXYD5,18943
FXYD6,2687
FXYD6-FXYD2,0
FXYD7,204
FYB1,15265
FYB2,88
FYCO1,11833
FYN,17403
FYTTD1,13856
FZD1,5178
FZD10,2122
FZD2,855
FZD3,2110
FZD4,3728
FZD5,8263
FZD6,17355
FZD7,3606
FZD8,3567
FZD9,102
FZR1,14099
G0S2,2134
G2E3,2858
G3BP1,44628
G3BP2,24336
G6PC1,2
G6PC2,0
G6PC3,5767
G6PD,16857
GAA,23345
GAB1,5362
GAB2,4073
GAB3,3507
GAB4,3
GABARAP,2437
GABARAPL1,8047
GABARAPL2,10175
GABBR1,5033
GABBR2,142
GABPA,5745
GABPB1,3853
GABPB2,4943
GABRA1,43
GABRA2,116
GABRA3,263
GABRA4,4
GABRA5,7
GABRA6,0
GABRB1,2
GABRB2,43
GABRB3,1914
GABRD,57
GABRE,5912
GABRG1,0
GABRG2,661
GABRG3,31
GABRP,13494
GABRQ,277
GABRR1,81
GABRR2,274
GABRR3,3
GAD1,402
GAD2,5
GADD45A,7284
GADD45B,9112
GADD45G,1520
GADD45GIP1,7447
GADL1,10
GAGE1,3
GAGE10,12
GAGE12B,0
GAGE12C,0
GAGE12D,0
GAGE12E,0
GAGE12F,0
GAGE12G,0
GAGE12H,0
GAGE12J,92
GAGE13,12
GAGE2A,0
GAGE2E,0
GAK,29237
GAL,27
GAL3ST1,11
GAL3ST2,168
GAL3ST3,3
GAL3ST4,1358
GALC,3556
GALE,6858
GALK1,3599
GALK2,2735
GALM,3973
GALNS,4386
GALNT1,21759
GALNT10,10097
GALNT11,9842
GALNT12,2499
GALNT13,75
GALNT14,1709
GALNT15,247
GALNT16,840
GALNT17,3948
GALNT18,3930
GALNT2,20207
GALNT3,6044
GALNT4,176
GALNT5,2040
GALNT6,3139
GALNT7,5276
GALNT8,36
GALNT9,0
GALNTL5,2
GALNTL6,37
GALP,0
GALR1,13
GALR2,103
GALR3,2
GALT,683
GAMT,4089
GAN,6361
GANAB,64628
GANC,4128
GAP43,34
GAPDH,421115
GAPDHS,6
GAPT,1225
GAPVD1,12223
GAR1,3933
GAREM1,4597
GAREM2,1374
GARNL3,953
GARRE1,6531
GARS1,19620
GART,16619
GAS1,2503
GAS2,131
GAS2L1,8632
GAS2L2,102
GAS2L3,1068
GAS6,13869
GAS7,10044
GAS8,3805
GASK1A,548
GASK1B,4689
GAST,19
GATA1,9
GATA2,1169
GATA3,2244
GATA4,2
GATA5,7
GATA6,465
GATAD1,7996
GATAD2A,17617
GATAD2B,9707
GATB,3529
GATC,5666
GATD1,11459
GATD3A,509
GATD3B,1244
GATM,3721
GBA,6565
GBA2,12056
GBE1,6500
GBF1,20602
GBGT1,1060
GBP1,53448
GBP2,33017
GBP3,2274
GBP4,42928
GBP5,58109
GBP6,135248
GBP7,43
GBX1,598
GBX2,2
GC,0
GCA,3682
GCAT,1649
GCC1,6056
GCC2,8714
GCDH,6427
GCFC2,3172
GCG,0
GCGR,73
GCH1,6533
GCHFR,4138
GCK,196
GCKR,81
GCLC,6582
GCLM,3545
GCM1,5
GCM2,0
GCN1,30857
GCNA,494
GCNT1,2639
GCNT2,1928
GCNT3,4835
GCNT4,973
GCNT7,1
GCOM1,1515
GCSAM,1860
GCSAML,82
GCSH,135
GDA,2568
GDAP1,3906
GDAP1L1,0
GDAP2,3047
GDE1,11782
GDF1,0
GDF10,675
GDF11,1934
GDF15,343
GDF2,0
GDF3,9
GDF5,125
GDF6,4
GDF7,796
GDF9,313
GDI1,24925
GDI2,50298
GDNF,217
GDPD1,331
GDPD2,69
GDPD3,4036
GDPD4,3
GDPD5,2081
GDPGP1,511
GEM,5982
GEMIN2,1637
GEMIN4,6808
GEMIN5,5949
GEMIN6,1450
GEMIN7,2814
GEMIN8,2006
GEN1,5647
GET1,1059
GET1-SH3BGR,0
GET3,11924
GET4,828
GFAP,4
GFER,3813
GFI1,2242
GFI1B,16
GFM1,9578
GFM2,6159
GFOD1,6171
GFOD2,7102
GFPT1,10493
GFPT2,2047
GFRA1,4295
GFRA2,330
GFRA3,379
GFRA4,0
GFRAL,0
GFUS,18322
GFY,6
GGA1,15426
GGA2,39959
GGA3,13443
GGACT,1325
GGCT,3546
GGCX,8506
GGH,9005
GGN,74
GGNBP2,15227
GGPS1,2073
GGT1,110
GGT2,25
GGT5,9725
GGT6,9395
GGT7,3344
GGTA1,1983
GGTLC1,18
GGTLC2,13
GGTLC3,18
GH1,0
GH2,0
GHDC,5964
GHITM,23773
GHR,1499
GHRH,1
GHRHR,2
GHRL,206
GHSR,0
GID4,3363
GID8,17276
GIGYF1,30572
GIGYF2,10753
GIMAP1,4798
GIMAP1-GIMAP5,0
GIMAP2,4058
GIMAP4,12680
GIMAP5,1510
GIMAP6,10126
GIMAP7,8579
GIMAP8,7137
GIMD1,0
GIN1,1168
GINM1,6110
GINS1,6914
GINS2,2962
GINS3,1897
GINS4,5672
GIP,0
GIPC1,33886
GIPC2,591
GIPC3,465
GIPR,1098
GIT1,14635
GIT2,12728
GJA1,18166
GJA10,0
GJA3,1029
GJA4,2697
GJA5,858
GJA8,0
GJA9,4
GJB1,21
GJB2,88575
GJB3,12063
GJB4,1890
GJB5,7455
GJB6,7911
GJB7,68
GJC1,864
GJC2,438
GJC3,6
GJD2,0
GJD3,1799
GJD4,0
GJE1,0
GK,4805
GK2,0
GK3P,36
GK5,5925
GKAP1,546
GKN1,8
GKN2,1
GLA,4254
GLB1,9993
GLB1L,1580
GLB1L2,1547
GLB1L3,119
GLCCI1,4290
GLCE,5717
GLDC,2561
GLDN,341
GLE1,12012
GLG1,34322
GLI1,353
GLI2,290
GLI3,3816
GLI4,5048
GLIPR1,5339
GLIPR1L1,0
GLIPR1L2,37
GLIPR2,9226
GLIS1,161
GLIS2,1960
GLIS3,1131
GLMN,1650
GLMP,6459
GLO1,15432
GLOD4,12340
GLOD5,8
GLP1R,44
GLP2R,1
GLRA1,1
GLRA2,1
GLRA3,106
GLRB,112
GLRX,5961
GLRX2,2070
GLRX3,11767
GLRX5,4768
GLS,14864
GLS2,1310
GLT1D1,214
GLT6D1,1
GLT8D1,6693
GLT8D2,1014
GLTP,42854
GLTPD2,39
GLUD1,17973
GLUD2,438
GLUL,159301
GLYAT,0
GLYATL1,20
GLYATL1B,5
GLYATL2,424
GLYATL3,0
GLYCTK,2389
GLYR1,21318
GM2A,45720
GMCL1,5429
GMCL2,9
GMDS,7114
GMEB1,4811
GMEB2,6398
GMFB,6784
GMFG,8266
GMIP,12921
GML,0
GMNC,3
GMNN,3287
GMPPA,6871
GMPPB,9094
GMPR,605
GMPR2,8221
GMPS,11072
GNA11,12951
GNA12,11172
GNA13,14786
GNA14,1036
GNA15,17104
GNAI1,5924
GNAI2,62933
GNAI3,17108
GNAL,3446
GNAO1,1798
GNAQ,11895
GNAS,111598
GNAT1,45
GNAT2,11
GNAT3,0
GNAZ,211
GNB1,56206
GNB1L,951
GNB2,42717
GNB3,368
GNB4,8860
GNB5,4097
GNE,6828
GNG10,36
GNG11,3187
GNG12,26292
GNG13,0
GNG14,1
GNG2,6637
GNG3,19
GNG4,1105
GNG5,2765
GNG5P2,82
GNG7,3305
GNG8,104
GNGT1,181
GNGT2,1054
GNL1,11162
GNL2,11996
GNL3,20706
GNL3L,10492
GNLY,9473
GNMT,154
GNPAT,8957
GNPDA1,7890
GNPDA2,2340
GNPNAT1,5358
GNPTAB,14845
GNPTG,9407
GNRH1,678
GNRH2,47
GNRHR,111
GNS,26467
GOLGA1,7876
GOLGA2,24713
GOLGA3,21851
GOLGA4,23073
GOLGA5,9051
GOLGA6A,12
GOLGA6B,18
GOLGA6C,13
GOLGA6D,4
GOLGA6L1,1
GOLGA6L10,261
GOLGA6L2,1
GOLGA6L22,4
GOLGA6L4,44
GOLGA6L6,0
GOLGA6L7,0
GOLGA6L9,1644
GOLGA7,12288
GOLGA7B,1200
GOLGA8A,27375
GOLGA8B,17046
GOLGA8F,0
GOLGA8G,5
GOLGA8H,66
GOLGA8J,16
GOLGA8K,95
GOLGA8M,63
GOLGA8N,524
GOLGA8O,39
GOLGA8Q,84
GOLGA8R,144
GOLGA8S,12
GOLGA8T,31
GOLGB1,26944
GOLIM4,5723
GOLM1,12265
GOLM2,8600
GOLPH3,16443
GOLPH3L,6182
GOLT1A,112
GOLT1B,5356
GON4L,12717
GON7,1738
GOPC,5664
GORAB,3554
GORASP1,8625
GORASP2,19706
GOSR1,11592
GOSR2,8664
GOT1,4718
GOT1L1,0
GOT2,13214
GP1BA,1162
GP1BB,0
GP2,100
GP5,93
GP6,51
GP9,1
GPA33,158
GPAA1,25800
GPALPP1,3762
GPAM,3183
GPANK1,3717
GPAT2,3827
GPAT3,830
GPAT4,24533
GPATCH1,3237
GPATCH11,3361
GPATCH2,2932
GPATCH2L,8748
GPATCH3,3338
GPATCH4,5947
GPATCH8,14313
GPBAR1,290
GPBP1,21531
GPBP1L1,25349
GPC1,27528
GPC2,1124
GPC3,1035
GPC4,1575
GPC5,57
GPC6,366
GPCPD1,18636
GPD1,577
GPD1L,7664
GPD2,12732
GPER1,414
GPHA2,63
GPHB5,8
GPHN,3650
GPI,45334
GPIHBP1,377
GPKOW,4596
GPLD1,669
GPM6A,690
GPM6B,1198
GPN1,4143
GPN2,6227
GPN3,2801
GPNMB,156449
GPR101,1
GPR107,25869
GPR108,11598
GPR119,0
GPR12,8
GPR132,4337
GPR135,180
GPR137,6377
GPR137B,3903
GPR137C,205
GPR139,0
GPR141,740
GPR142,42
GPR143,245
GPR146,885
GPR148,0
GPR149,6
GPR15,495
GPR150,87
GPR151,0
GPR152,0
GPR153,2693
GPR155,3776
GPR156,257
GPR157,9948
GPR158,45
GPR160,1400
GPR161,3588
GPR162,210
GPR17,1
GPR171,1903
GPR173,130
GPR174,4171
GPR176,1477
GPR179,18
GPR18,1417
GPR180,2361
GPR182,49
GPR183,7696
GPR19,172
GPR20,45
GPR21,57
GPR22,0
GPR25,838
GPR26,1
GPR27,164
GPR3,91
GPR31,161
GPR32,0
GPR33,15
GPR34,712
GPR35,1086
GPR37,1023
GPR37L1,64
GPR39,557
GPR4,715
GPR42,7
GPR45,0
GPR50,274
GPR52,45
GPR55,895
GPR6,1
GPR61,5
GPR62,20
GPR63,101
GPR65,2531
GPR68,4111
GPR75,282
GPR78,467
GPR82,581
GPR83,34
GPR84,544
GPR85,221
GPR87,6599
GPR88,42
GPR89A,1646
GPR89B,1130
GPRASP1,2209
GPRASP2,901
GPRC5A,4526
GPRC5B,5139
GPRC5C,4839
GPRC5D,85
GPRC6A,0
GPRIN1,2316
GPRIN2,3184
GPRIN3,7190
GPS1,16474
GPS2,318
GPSM1,1206
GPSM2,5806
GPSM3,14263
GPT,683
GPT2,15621
GPX1,45168
GPX2,1159
GPX3,16791
GPX4,38877
GPX5,0
GPX6,0
GPX7,1352
GPX8,2205
GRAMD1A,10490
GRAMD1B,1825
GRAMD1C,2078
GRAMD2A,498
GRAMD2B,5486
GRAMD4,14478
GRAP,5409
GRAP2,5526
GRAPL,89
GRB10,8169
GRB14,46
GRB2,37385
GRB7,6203
GREB1,350
GREB1L,35
GREM1,5100
GREM2,405
GREP1,45
GRHL1,15710
GRHL2,20684
GRHL3,23675
GRHPR,13788
GRIA1,2
GRIA2,0
GRIA3,139
GRIA4,103
GRID1,317
GRID2,0
GRID2IP,158
GRIFIN,0
GRIK1,0
GRIK2,49
GRIK3,1176
GRIK4,95
GRIK5,376
GRIN1,178
GRIN2A,5599
GRIN2B,23
GRIN2C,402
GRIN2D,309
GRIN3A,347
GRIN3B,153
GRINA,45842
GRIP1,1388
GRIP2,664
GRIPAP1,15289
GRK1,2
GRK2,48902
GRK3,7001
GRK4,719
GRK5,4506
GRK6,17054
GRK7,40
GRM1,1
GRM2,223
GRM3,1
GRM4,66
GRM5,8
GRM6,1
GRM7,58
GRM8,55
GRN,106126
GRP,0
GRPEL1,6737
GRPEL2,5186
GRPR,22
GRSF1,16443
GRTP1,3359
GRWD1,12563
GRXCR1,0
GRXCR2,14
GSAP,8114
GSC,59
GSC2,17
GSDMA,439
GSDMB,4560
GSDMC,3731
GSDMD,20234
GSDME,1520
GSE1,14929
GSG1,1
